CustomerID,Recency,Frequency,Monetary,avg_order_value,total_transactions,days_active,R_Score,F_Score,M_Score,RFM_Score,RFM_Total,Segment
13402.0,127,2,621.23,15.92897435897436,39,245,2,2,3,223,7,Need Attention
13403.0,18,1,75.0,25.0,3,1,4,1,1,411,6,About to Sleep
13404.0,1,2,252.49,22.953636363636363,11,212,5,2,2,522,9,Potential Loyalists
13405.0,74,3,572.45,21.201888888888888,27,244,2,3,3,233,8,Promising
13408.0,2,62,28117.04,58.82225941422595,478,372,5,5,5,555,15,Champions
13410.0,24,5,1003.06,35.82357142857143,28,268,4,4,4,444,12,Loyal Customers
13411.0,107,1,213.55,11.863888888888889,18,1,2,1,1,211,4,Cannot Lose Them
13414.0,134,3,1390.5,57.9375,24,163,2,3,4,234,9,New Customers
13416.0,44,2,712.5,37.5,19,38,3,2,3,323,8,Need Attention
13417.0,5,2,640.83,22.886785714285715,28,201,5,2,3,523,10,Potential Loyalists
13418.0,12,18,6127.43,20.156019736842108,304,361,5,5,5,555,15,Champions
13419.0,64,1,221.06,13.81625,16,1,3,1,1,311,5,About to Sleep
13420.0,150,2,159.85,19.98125,8,21,2,2,1,221,5,Cannot Lose Them
13421.0,40,2,1851.08,17.798846153846153,104,250,3,2,4,324,9,Potential Loyalists
13422.0,64,1,2626.3,20.67952755905512,127,1,3,1,5,315,9,Potential Loyalists
13425.0,108,3,1624.21,20.823205128205128,78,187,2,3,4,234,9,New Customers
13426.0,1,10,3641.32,23.193121019108283,157,359,5,5,5,555,15,Champions
13427.0,19,3,582.6,20.089655172413792,29,196,4,3,3,433,10,Potential Loyalists
13428.0,10,1,218.47,2.952297297297297,74,1,5,1,1,511,7,Need Attention
13429.0,11,4,1006.8,15.02686567164179,67,65,5,4,4,544,13,Champions
13430.0,19,2,679.45,13.866326530612247,49,68,4,2,3,423,9,Potential Loyalists
13431.0,67,2,1269.1,27.589130434782607,46,22,3,2,4,324,9,Potential Loyalists
13434.0,74,2,534.24,53.424,10,23,2,2,3,223,7,Need Attention
13435.0,5,7,3809.89,37.72168316831683,101,184,5,5,5,555,15,Champions
13436.0,2,1,196.89,16.4075,12,1,5,1,1,511,7,Need Attention
13437.0,14,7,3408.06,20.40754491017964,167,176,4,5,5,455,14,Champions
13439.0,255,1,283.71,5.253888888888889,54,1,1,1,2,112,4,Cannot Lose Them
13441.0,92,1,296.64,22.818461538461538,13,1,2,1,2,212,5,Cannot Lose Them
13447.0,23,3,1129.14,19.137966101694918,59,13,4,3,4,434,11,Loyal Customers
13448.0,17,6,3539.37,18.150615384615385,195,358,4,5,5,455,14,Champions
13449.0,24,1,291.88,15.362105263157895,19,1,4,1,2,412,7,Need Attention
13450.0,27,6,2043.72,28.784788732394368,71,192,4,5,4,454,13,Champions
13451.0,26,5,2976.15,6.718171557562077,443,309,4,4,5,445,13,Champions
13452.0,259,2,590.0,295.0,2,12,1,2,3,123,6,At Risk
13453.0,166,2,356.98,20.998823529411766,17,124,2,2,2,222,6,Cannot Lose Them
13455.0,25,2,1058.34,23.007391304347824,46,342,4,2,4,424,10,Potential Loyalists
13456.0,18,6,1766.72,28.043174603174602,63,190,4,5,4,454,13,Champions
13458.0,7,14,9646.57,25.252801047120418,382,353,5,5,5,555,15,Champions
13460.0,29,2,183.44,10.790588235294118,17,21,4,2,1,421,7,Need Attention
13461.0,39,3,1445.0,53.51851851851852,27,125,3,3,4,334,10,Potential Loyalists
13462.0,253,1,151.5,16.833333333333332,9,1,1,1,1,111,3,Cannot Lose Them
13464.0,58,1,674.68,16.45560975609756,41,1,3,1,3,313,7,Need Attention
13466.0,184,1,307.9,18.111764705882354,17,1,1,1,2,112,4,Cannot Lose Them
13467.0,11,2,1083.71,10.946565656565657,99,26,5,2,4,524,11,Loyal Customers
13468.0,2,37,5704.97,18.89062913907285,302,372,5,5,5,555,15,Champions
13470.0,99,2,165.0,16.5,10,16,2,2,1,221,5,Cannot Lose Them
13471.0,1,4,2531.58,9.736846153846153,260,47,5,4,5,545,14,Champions
13473.0,61,2,422.64,20.125714285714285,21,273,3,2,2,322,7,Need Attention
13474.0,236,1,229.59,3.58734375,64,1,1,1,1,111,3,Cannot Lose Them
13475.0,191,4,1431.78,16.648604651162792,86,108,1,4,4,144,9,New Customers
13476.0,179,2,1238.47,21.352931034482758,58,103,2,2,4,224,8,Need Attention
13477.0,38,6,1454.58,18.41240506329114,79,254,3,5,4,354,12,Loyal Customers
13479.0,201,2,300.95,20.063333333333333,15,34,1,2,2,122,5,Cannot Lose Them
13481.0,46,5,1804.56,16.55559633027523,109,212,3,4,4,344,11,Loyal Customers
13482.0,232,1,184.64,16.785454545454545,11,1,1,1,1,111,3,Cannot Lose Them
13483.0,66,1,140.34,14.034,10,1,3,1,1,311,5,About to Sleep
13484.0,241,1,313.8,39.225,8,1,1,1,2,112,4,Cannot Lose Them
13485.0,233,1,454.24,19.749565217391304,23,1,1,1,2,112,4,Cannot Lose Them
13486.0,78,3,1122.41,16.2668115942029,69,77,2,3,4,234,9,New Customers
13487.0,58,3,575.4,16.923529411764704,34,296,3,3,3,333,9,Potential Loyalists
13488.0,17,13,8968.31,21.25191943127962,422,351,4,5,5,455,14,Champions
13489.0,105,4,449.52,32.10857142857143,14,190,2,4,2,242,8,Promising
13491.0,52,10,1215.82,14.137441860465115,86,321,3,5,4,354,12,Loyal Customers
13492.0,136,3,1269.84,25.3968,50,79,2,3,4,234,9,New Customers
13493.0,275,2,618.63,77.32875,8,12,1,2,3,123,6,At Risk
13494.0,312,1,316.26,17.570000000000004,18,1,1,1,2,112,4,Cannot Lose Them
13495.0,8,5,2044.87,42.60145833333333,48,361,5,4,4,544,13,Champions
13496.0,11,2,653.33,18.66657142857143,35,350,5,2,3,523,10,Potential Loyalists
13497.0,283,2,348.05,18.318421052631578,19,86,1,2,2,122,5,Cannot Lose Them
13499.0,18,5,1159.11,27.597857142857144,42,253,4,4,4,444,12,Loyal Customers
13500.0,23,3,1166.77,17.950307692307693,65,100,4,3,4,434,11,Loyal Customers
13501.0,288,1,1340.32,25.775384615384613,52,1,1,1,4,114,6,At Risk
13502.0,17,3,292.0,16.22222222222222,18,308,4,3,2,432,9,Potential Loyalists
13503.0,71,1,216.85,12.755882352941176,17,1,3,1,1,311,5,About to Sleep
13504.0,64,1,295.93,13.451363636363636,22,1,3,1,2,312,6,About to Sleep
13505.0,73,4,4393.63,20.435488372093022,215,160,2,4,5,245,11,Loyal Customers
13506.0,316,2,458.52,17.635384615384616,26,54,1,2,2,122,5,Cannot Lose Them
13507.0,3,4,2479.16,15.303456790123455,162,143,5,4,5,545,14,Champions
13508.0,244,1,110.97,9.2475,12,1,1,1,1,111,3,Cannot Lose Them
13509.0,9,7,979.72,22.266363636363636,44,276,5,5,4,554,14,Champions
13510.0,1,4,1791.56,15.578782608695652,115,183,5,4,4,544,13,Champions
13512.0,261,1,251.21,16.747333333333334,15,1,1,1,2,112,4,Cannot Lose Them
13513.0,127,1,205.1,20.509999999999998,10,1,2,1,1,211,4,Cannot Lose Them
13514.0,74,1,152.2,38.050000000000004,4,1,2,1,1,211,4,Cannot Lose Them
13515.0,73,4,891.12,15.103728813559322,59,176,2,4,3,243,9,New Customers
13516.0,21,3,1389.41,31.5775,44,218,4,3,4,434,11,Loyal Customers
13517.0,60,3,2128.42,15.09517730496454,141,121,3,3,5,335,11,Loyal Customers
13518.0,86,1,659.44,17.353684210526318,38,1,2,1,3,213,6,At Risk
13519.0,78,1,122.75,15.34375,8,1,2,1,1,211,4,Cannot Lose Them
13520.0,59,6,3624.35,38.97150537634408,93,313,3,5,5,355,13,Champions
13521.0,1,3,1093.65,2.508371559633028,436,9,5,3,4,534,12,Loyal Customers
13522.0,30,1,125.8,25.160000000000004,5,1,4,1,1,411,6,About to Sleep
13523.0,33,5,3964.88,23.051627906976744,172,334,4,4,5,445,13,Champions
13524.0,41,5,680.18,25.191851851851855,27,180,3,4,3,343,10,Potential Loyalists
13525.0,15,2,628.78,104.79666666666667,6,234,4,2,3,423,9,Potential Loyalists
13527.0,34,7,2287.51,10.257892376681616,223,294,3,5,5,355,13,Champions
13529.0,79,2,307.76,20.517333333333333,15,126,2,2,2,222,6,Cannot Lose Them
13531.0,205,2,483.8,21.990909090909092,22,162,1,2,2,122,5,Cannot Lose Them
13532.0,34,1,210.31,3.1865151515151515,66,1,3,1,1,311,5,About to Sleep
13533.0,183,3,270.79,3.563026315789474,76,85,1,3,2,132,6,At Risk
13534.0,2,25,5870.08,19.83135135135135,296,356,5,5,5,555,15,Champions
13536.0,1,7,3448.29,19.264189944134078,179,75,5,5,5,555,15,Champions
13538.0,43,7,1280.85,51.233999999999995,25,273,3,5,4,354,12,Loyal Customers
13539.0,86,3,631.34,17.063243243243242,37,224,2,3,3,233,8,Promising
13544.0,40,2,291.41,3.349540229885058,87,201,3,2,2,322,7,Need Attention
13546.0,12,3,626.99,6.397857142857143,98,189,5,3,3,533,11,Loyal Customers
13548.0,96,2,682.41,5.503306451612903,124,148,2,2,3,223,7,Need Attention
13549.0,26,7,918.2,18.00392156862745,51,217,4,5,3,453,12,Loyal Customers
13551.0,319,1,91.8,22.950000000000003,4,1,1,1,1,111,3,Cannot Lose Them
13552.0,66,12,3740.07,34.31256880733945,109,250,3,5,5,355,13,Champions
13555.0,74,4,4149.28,30.50941176470588,136,129,2,4,5,245,11,Loyal Customers
13557.0,28,2,584.06,17.17823529411765,34,253,4,2,3,423,9,Potential Loyalists
13558.0,6,4,605.06,3.457485714285714,175,63,5,4,3,543,12,Loyal Customers
13560.0,7,1,174.37,5.283939393939394,33,1,5,1,1,511,7,Need Attention
13561.0,216,1,141.86,10.132857142857143,14,1,1,1,1,111,3,Cannot Lose Them
13562.0,82,3,1799.33,21.943048780487807,82,164,2,3,4,234,9,New Customers
13563.0,84,2,777.53,15.867959183673468,49,56,2,2,3,223,7,Need Attention
13564.0,144,3,1749.02,21.07253012048193,83,224,2,3,4,234,9,New Customers
13565.0,19,2,240.22,6.321578947368421,38,316,4,2,1,421,7,Need Attention
13566.0,41,2,874.71,4.969943181818182,176,42,3,2,3,323,8,Need Attention
13568.0,173,1,192.85,4.382954545454545,44,1,2,1,1,211,4,Cannot Lose Them
13569.0,17,2,373.75,4.397058823529412,85,351,4,2,2,422,8,Need Attention
13570.0,243,1,239.49,8.870000000000001,27,1,1,1,1,111,3,Cannot Lose Them
13571.0,13,12,2092.32,6.1358357771261005,341,241,5,5,5,555,15,Champions
13572.0,206,1,1384.25,41.946969696969695,33,1,1,1,4,114,6,At Risk
13573.0,50,2,294.4,11.323076923076924,26,203,3,2,2,322,7,Need Attention
13575.0,23,5,732.07,15.914565217391305,46,153,4,4,3,443,11,Loyal Customers
13576.0,10,18,6717.34,53.312222222222225,126,363,5,5,5,555,15,Champions
13577.0,25,4,1687.6,20.33253012048193,83,217,4,4,4,444,12,Loyal Customers
13579.0,15,2,467.04,20.30608695652174,23,355,4,2,2,422,8,Need Attention
13581.0,309,1,118.0,11.8,10,1,1,1,1,111,3,Cannot Lose Them
13583.0,156,1,781.03,14.736415094339621,53,1,2,1,3,213,6,At Risk
13584.0,307,1,142.4,5.933333333333334,24,1,1,1,1,111,3,Cannot Lose Them
13587.0,64,1,712.4,89.05,8,1,3,1,3,313,7,Need Attention
13588.0,16,9,2478.95,14.246839080459768,174,240,4,5,5,455,14,Champions
13589.0,15,2,379.65,18.07857142857143,21,165,4,2,2,422,8,Need Attention
13590.0,11,6,1981.92,22.780689655172413,87,292,5,5,4,554,14,Champions
13591.0,65,3,1117.13,19.26086206896552,58,203,3,3,4,334,10,Potential Loyalists
13592.0,36,4,247.96,15.497499999999999,16,229,3,4,1,341,8,Promising
13593.0,108,5,2037.08,15.914687500000001,128,228,2,4,4,244,10,New Customers
13594.0,53,1,396.97,15.268076923076924,26,1,3,1,2,312,6,About to Sleep
13596.0,6,2,697.04,4.199036144578313,166,8,5,2,3,523,10,Potential Loyalists
13598.0,47,1,180.17,4.504250000000001,40,1,3,1,1,311,5,About to Sleep
13599.0,1,21,5153.67,20.86506072874494,247,366,5,5,5,555,15,Champions
13600.0,312,1,219.52,11.553684210526317,19,1,1,1,1,111,3,Cannot Lose Them
13601.0,45,2,693.32,7.003232323232324,99,167,3,2,3,323,8,Need Attention
13602.0,65,1,428.89,18.647391304347824,23,1,3,1,2,312,6,About to Sleep
13603.0,26,1,164.34,6.086666666666667,27,1,4,1,1,411,6,About to Sleep
13606.0,29,3,280.54,6.524186046511629,43,283,4,3,2,432,9,Potential Loyalists
13607.0,40,1,678.01,6.918469387755102,98,1,3,1,3,313,7,Need Attention
13610.0,12,7,1131.88,5.008318584070797,226,274,5,5,4,554,14,Champions
13611.0,89,3,1171.8,15.835135135135134,74,271,2,3,4,234,9,New Customers
13614.0,24,4,1610.46,8.01223880597015,201,307,4,4,4,444,12,Loyal Customers
13615.0,319,1,417.69,18.160434782608696,23,1,1,1,2,112,4,Cannot Lose Them
13617.0,40,3,544.18,12.367727272727272,44,141,3,3,3,333,9,Potential Loyalists
13618.0,174,1,177.34,13.641538461538461,13,1,2,1,1,211,4,Cannot Lose Them
13621.0,117,1,213.85,11.255263157894737,19,1,2,1,1,211,4,Cannot Lose Them
13623.0,31,5,747.78,9.231851851851852,81,267,4,4,3,443,11,Loyal Customers
13626.0,253,1,257.23,13.53842105263158,19,1,1,1,2,112,4,Cannot Lose Them
13627.0,59,5,1638.47,17.80945652173913,92,299,3,4,4,344,11,Loyal Customers
13629.0,23,11,7792.36,132.07389830508475,59,316,4,5,5,455,14,Champions
13630.0,5,7,2031.78,28.61661971830986,71,281,5,5,4,554,14,Champions
13631.0,100,11,3070.42,279.1290909090909,11,168,2,5,5,255,12,Loyal Customers
13632.0,25,5,2121.27,14.529246575342466,146,219,4,4,5,445,13,Champions
13634.0,33,5,1575.16,8.378510638297874,188,294,4,4,4,444,12,Loyal Customers
13635.0,68,1,1071.03,17.274677419354838,62,1,3,1,4,314,8,Need Attention
13636.0,37,5,949.12,15.065396825396826,63,249,3,4,4,344,11,Loyal Customers
13637.0,52,3,810.5,8.024752475247524,101,175,3,3,3,333,9,Potential Loyalists
13638.0,16,1,122.64,15.33,8,1,4,1,1,411,6,About to Sleep
13639.0,74,1,1033.34,25.833499999999997,40,1,2,1,4,214,7,Need Attention
13642.0,216,1,354.8,5.375757575757576,66,1,1,1,2,112,4,Cannot Lose Them
13643.0,31,3,519.44,18.551428571428573,28,155,4,3,3,433,10,Potential Loyalists
13644.0,16,4,2624.26,17.974383561643837,146,90,4,4,5,445,13,Champions
13645.0,120,1,252.1,50.42,5,1,2,1,2,212,5,Cannot Lose Them
13647.0,10,4,1678.12,21.2420253164557,79,226,5,4,4,544,13,Champions
13649.0,257,2,346.6,15.069565217391306,23,110,1,2,2,122,5,Cannot Lose Them
13650.0,17,6,1836.34,19.128541666666667,96,251,4,5,4,454,13,Champions
13651.0,35,2,94.2,15.700000000000001,6,5,3,2,1,321,6,About to Sleep
13652.0,46,3,1095.08,17.38222222222222,63,323,3,3,4,334,10,Potential Loyalists
13654.0,43,6,2707.33,16.30921686746988,166,231,3,5,5,355,13,Champions
13655.0,114,2,932.97,16.66017857142857,56,128,2,2,3,223,7,Need Attention
13656.0,165,2,379.65,7.747959183673469,49,173,2,2,2,222,6,Cannot Lose Them
13657.0,11,2,382.14,23.88375,16,191,5,2,2,522,9,Potential Loyalists
13658.0,10,5,2639.17,24.43675925925926,108,195,5,4,5,545,14,Champions
13659.0,206,2,1573.2,15.126923076923077,104,116,1,2,4,124,7,Need Attention
13662.0,86,3,897.76,16.938867924528303,53,174,2,3,3,233,8,Promising
13663.0,179,1,189.47,14.574615384615385,13,1,2,1,1,211,4,Cannot Lose Them
13666.0,60,3,84.65,7.054166666666667,12,228,3,3,1,331,7,Promising
13667.0,149,1,305.02,3.505977011494253,87,1,2,1,2,212,5,Cannot Lose Them
13668.0,3,21,6363.59,13.539553191489363,470,360,5,5,5,555,15,Champions
13669.0,51,2,218.55,24.283333333333335,9,99,3,2,1,321,6,About to Sleep
13670.0,75,1,349.7,13.988,25,1,2,1,2,212,5,Cannot Lose Them
13672.0,301,2,186.39,31.065,6,31,1,2,1,121,4,Cannot Lose Them
13673.0,19,2,396.92,6.106461538461539,65,14,4,2,2,422,8,Need Attention
13675.0,151,2,486.82,19.472800000000003,25,134,2,2,2,222,6,Cannot Lose Them
13678.0,152,1,232.6,14.5375,16,1,2,1,1,211,4,Cannot Lose Them
13680.0,1,4,3722.42,19.089333333333332,195,338,5,4,5,545,14,Champions
13681.0,18,4,827.83,14.523333333333333,57,138,4,4,3,443,11,Loyal Customers
13682.0,187,1,59.5,19.833333333333332,3,1,1,1,1,111,3,Cannot Lose Them
13684.0,286,1,67.23,2.241,30,1,1,1,1,111,3,Cannot Lose Them
13685.0,3,7,3119.44,79.98564102564103,39,58,5,5,5,555,15,Champions
13686.0,183,1,72.0,9.0,8,1,1,1,1,111,3,Cannot Lose Them
13689.0,63,1,910.0,151.66666666666666,6,1,3,1,3,313,7,Need Attention
13690.0,59,1,172.25,19.13888888888889,9,1,3,1,1,311,5,About to Sleep
13692.0,25,3,1488.32,28.081509433962264,53,212,4,3,4,434,11,Loyal Customers
13694.0,4,50,65039.62,114.50637323943663,568,370,5,5,5,555,15,Champions
13695.0,31,15,2504.13,27.823666666666668,90,229,4,5,5,455,14,Champions
13697.0,39,1,151.3,12.608333333333334,12,1,3,1,1,311,5,About to Sleep
13699.0,155,1,308.58,22.041428571428575,14,1,2,1,2,212,5,Cannot Lose Them
13700.0,26,10,2265.12,11.498071065989848,197,301,4,5,5,455,14,Champions
13703.0,318,1,99.5,99.5,1,1,1,1,1,111,3,Cannot Lose Them
13704.0,5,9,2308.06,17.224328358208954,134,84,5,5,5,555,15,Champions
13705.0,8,3,711.86,25.423571428571428,28,367,5,3,3,533,11,Loyal Customers
13706.0,303,1,330.79,16.5395,20,1,1,1,2,112,4,Cannot Lose Them
13707.0,267,2,806.41,16.800208333333334,48,49,1,2,3,123,6,At Risk
13708.0,271,1,296.88,5.821176470588235,51,1,1,1,2,112,4,Cannot Lose Them
13709.0,4,13,6328.05,18.833482142857143,336,312,5,5,5,555,15,Champions
13710.0,32,1,180.48,22.56,8,1,4,1,1,411,6,About to Sleep
13711.0,219,2,252.06,19.38923076923077,13,1,1,2,2,122,5,Cannot Lose Them
13712.0,247,1,228.84,22.884,10,1,1,1,1,111,3,Cannot Lose Them
13715.0,281,5,1079.34,10.279428571428571,105,92,1,4,4,144,9,New Customers
13716.0,269,1,138.28,6.584761904761905,21,1,1,1,1,111,3,Cannot Lose Them
13717.0,32,6,1445.01,14.166764705882352,102,267,4,5,4,454,13,Champions
13718.0,246,2,306.55,25.545833333333334,12,50,1,2,2,122,5,Cannot Lose Them
13719.0,15,5,1041.68,17.361333333333334,60,220,4,4,4,444,12,Loyal Customers
13720.0,117,4,799.9,18.60232558139535,43,139,2,4,3,243,9,New Customers
13721.0,36,1,524.14,18.719285714285714,28,1,3,1,3,313,7,Need Attention
13722.0,132,3,2375.41,27.945999999999998,85,152,2,3,5,235,10,New Customers
13723.0,217,1,199.85,33.30833333333334,6,1,1,1,1,111,3,Cannot Lose Them
13725.0,50,8,1980.56,19.043846153846154,104,259,3,5,4,354,12,Loyal Customers
13726.0,39,2,1079.66,25.70619047619048,42,62,3,2,4,324,9,Potential Loyalists
13727.0,29,2,333.48,16.674,20,5,4,2,2,422,8,Need Attention
13728.0,37,6,1016.14,16.12920634920635,63,274,3,5,4,354,12,Loyal Customers
13730.0,136,2,752.6,17.50232558139535,43,26,2,2,3,223,7,Need Attention
13731.0,219,2,610.59,16.068157894736842,38,28,1,2,3,123,6,At Risk
13732.0,28,1,491.86,14.904848484848486,33,1,4,1,3,413,8,Need Attention
13735.0,25,4,2885.24,14.72061224489796,196,210,4,4,5,445,13,Champions
13736.0,5,2,731.9,3.831937172774869,191,256,5,2,3,523,10,Potential Loyalists
13737.0,200,1,339.6,11.32,30,1,1,1,2,112,4,Cannot Lose Them
13739.0,18,1,216.9,72.3,3,1,4,1,1,411,6,About to Sleep
13740.0,241,1,350.75,15.25,23,1,1,1,2,112,4,Cannot Lose Them
13741.0,72,3,668.43,19.65970588235294,34,146,3,3,3,333,9,Potential Loyalists
13742.0,17,12,3131.02,9.753956386292835,321,304,4,5,5,455,14,Champions
13743.0,3,7,1341.6,32.72195121951219,41,257,5,5,4,554,14,Champions
13744.0,95,2,1156.36,16.060555555555553,72,198,2,2,4,224,8,Need Attention
13745.0,162,1,300.04,12.001600000000002,25,1,2,1,2,212,5,Cannot Lose Them
13747.0,374,1,79.6,79.6,1,1,1,1,1,111,3,Cannot Lose Them
13748.0,96,5,948.25,33.86607142857143,28,279,2,4,4,244,10,New Customers
13750.0,54,5,1647.26,68.63583333333334,24,284,3,4,4,344,11,Loyal Customers
13751.0,288,1,296.25,32.916666666666664,9,1,1,1,2,112,4,Cannot Lose Them
13752.0,124,6,1186.28,15.608947368421052,76,123,2,5,4,254,11,Loyal Customers
13753.0,288,1,741.26,21.178857142857144,35,1,1,1,3,113,5,At Risk
13754.0,152,2,282.6,23.55,12,166,2,2,2,222,6,Cannot Lose Them
13755.0,4,9,2161.35,6.319736842105263,342,60,5,5,5,555,15,Champions
13756.0,2,14,5189.52,36.54591549295775,142,366,5,5,5,555,15,Champions
13758.0,12,7,3190.55,27.26965811965812,117,362,5,5,5,555,15,Champions
13759.0,33,2,659.41,26.376400000000004,25,38,4,2,3,423,9,Potential Loyalists
13760.0,54,2,286.79,5.03140350877193,57,203,3,2,2,322,7,Need Attention
13761.0,50,2,1070.65,15.295000000000002,70,130,3,2,4,324,9,Potential Loyalists
13762.0,219,1,306.72,43.81714285714286,7,1,1,1,2,112,4,Cannot Lose Them
13763.0,63,1,1714.96,114.33066666666667,15,1,3,1,4,314,8,Need Attention
13764.0,71,3,1521.76,7.3161538461538465,208,267,3,3,4,334,10,Potential Loyalists
13767.0,2,37,17220.36,46.79445652173913,368,372,5,5,5,555,15,Champions
13769.0,2,10,2796.51,20.71488888888889,135,366,5,5,5,555,15,Champions
13771.0,64,4,2634.45,22.138235294117646,119,183,3,4,5,345,12,Loyal Customers
13772.0,34,3,1132.13,6.396214689265538,177,206,3,3,4,334,10,Potential Loyalists
13774.0,82,1,345.0,15.681818181818182,22,1,2,1,2,212,5,Cannot Lose Them
13777.0,1,33,25977.16,131.86375634517768,197,373,5,5,5,555,15,Champions
13778.0,103,1,178.7,19.855555555555554,9,1,2,1,1,211,4,Cannot Lose Them
13780.0,7,2,360.01,6.315964912280702,57,164,5,2,2,522,9,Potential Loyalists
13781.0,251,1,127.84,7.5200000000000005,17,1,1,1,1,111,3,Cannot Lose Them
13782.0,13,6,912.0,7.930434782608696,115,316,5,5,3,553,13,Champions
13784.0,10,11,2462.79,79.44483870967741,31,323,5,5,5,555,15,Champions
13786.0,367,1,230.4,32.91428571428572,7,1,1,1,1,111,3,Cannot Lose Them
13787.0,76,2,309.04,9.969032258064518,31,289,2,2,2,222,6,Cannot Lose Them
13790.0,4,1,348.8,7.75111111111111,45,1,5,1,2,512,8,Need Attention
13791.0,128,2,1516.0,137.8181818181818,11,41,2,2,4,224,8,Need Attention
13792.0,66,2,195.55,15.042307692307693,13,222,3,2,1,321,6,About to Sleep
13798.0,1,57,37153.85,106.4580229226361,349,371,5,5,5,555,15,Champions
13799.0,117,2,688.86,17.663076923076922,39,178,2,2,3,223,7,Need Attention
13800.0,310,1,558.32,16.91878787878788,33,1,1,1,3,113,5,At Risk
13801.0,67,1,324.8,14.121739130434783,23,1,3,1,2,312,6,About to Sleep
13802.0,139,3,4599.42,76.657,60,173,2,3,5,235,10,New Customers
13803.0,255,1,277.07,16.298235294117646,17,1,1,1,2,112,4,Cannot Lose Them
13804.0,31,7,2635.79,19.23934306569343,137,260,4,5,5,455,14,Champions
13805.0,52,2,924.6,71.12307692307692,13,77,3,2,3,323,8,Need Attention
13806.0,64,1,256.38,25.637999999999998,10,1,3,1,2,312,6,About to Sleep
13807.0,367,1,112.6,16.085714285714285,7,1,1,1,1,111,3,Cannot Lose Them
13808.0,6,5,1747.66,22.995526315789476,76,92,5,4,4,544,13,Champions
13809.0,305,1,155.05,12.920833333333334,12,1,1,1,1,111,3,Cannot Lose Them
13810.0,29,3,1499.01,42.828857142857146,35,28,4,3,4,434,11,Loyal Customers
13811.0,184,3,814.5,62.65384615384615,13,56,1,3,3,133,7,Promising
13812.0,42,3,539.0,14.972222222222221,36,64,3,3,3,333,9,Potential Loyalists
13813.0,40,4,1366.86,19.809565217391306,69,96,3,4,4,344,11,Loyal Customers
13814.0,92,2,1579.12,27.703859649122805,57,45,2,2,4,224,8,Need Attention
13815.0,22,4,4027.36,22.882727272727273,176,297,4,4,5,445,13,Champions
13816.0,24,2,571.67,20.416785714285716,28,41,4,2,3,423,9,Potential Loyalists
13817.0,29,2,382.98,15.957500000000001,24,323,4,2,2,422,8,Need Attention
13819.0,302,3,1140.35,31.676388888888887,36,19,1,3,4,134,8,Promising
13821.0,145,2,385.64,6.536271186440678,59,117,2,2,2,222,6,Cannot Lose Them
13822.0,6,2,632.0,6.583333333333333,96,35,5,2,3,523,10,Potential Loyalists
13823.0,19,2,957.66,23.941499999999998,40,73,4,2,4,424,10,Potential Loyalists
13824.0,33,5,1698.94,36.93347826086956,46,278,4,4,4,444,12,Loyal Customers
13826.0,176,1,189.5,18.95,10,1,2,1,1,211,4,Cannot Lose Them
13827.0,58,3,412.05,4.430645161290323,93,86,3,3,2,332,8,Promising
13828.0,22,1,209.49,13.966000000000001,15,1,4,1,1,411,6,About to Sleep
13831.0,16,6,2202.99,29.77013513513513,74,354,4,5,5,455,14,Champions
13832.0,19,1,52.2,17.400000000000002,3,1,4,1,1,411,6,About to Sleep
13833.0,159,1,384.8,13.26896551724138,29,1,2,1,2,212,5,Cannot Lose Them
13835.0,25,4,834.57,15.174000000000001,55,191,4,4,3,443,11,Loyal Customers
13837.0,212,2,271.24,14.275789473684211,19,106,1,2,2,122,5,Cannot Lose Them
13838.0,6,4,691.73,3.975459770114943,174,365,5,4,3,543,12,Loyal Customers
13841.0,253,1,85.0,85.0,1,1,1,1,1,111,3,Cannot Lose Them
13842.0,59,9,3385.62,16.43504854368932,206,309,3,5,5,355,13,Champions
13844.0,11,1,361.62,18.081,20,1,5,1,2,512,8,Need Attention
13845.0,65,1,312.98,34.775555555555556,9,1,3,1,2,312,6,About to Sleep
13846.0,25,3,865.06,15.728363636363637,55,336,4,3,3,433,10,Potential Loyalists
13848.0,92,3,1255.0,251.0,5,274,2,3,4,234,9,New Customers
13849.0,52,2,1537.95,15.227227722772279,101,120,3,2,4,324,9,Potential Loyalists
13850.0,129,1,1595.48,17.155698924731183,93,1,2,1,4,214,7,Need Attention
13851.0,96,3,2651.46,32.73407407407407,81,193,2,3,5,235,10,New Customers
13853.0,57,1,1090.14,47.39739130434782,23,1,3,1,4,314,8,Need Attention
13854.0,9,25,8109.52,73.72290909090908,110,357,5,5,5,555,15,Champions
13856.0,169,3,388.5,27.75,14,35,2,3,2,232,7,Promising
13858.0,57,1,216.17,19.651818181818182,11,1,3,1,1,311,5,About to Sleep
13859.0,326,1,201.16,7.184285714285714,28,1,1,1,1,111,3,Cannot Lose Them
13860.0,1,5,1245.9,16.39342105263158,76,86,5,4,4,544,13,Champions
13862.0,18,8,2209.36,15.894676258992806,139,315,4,5,5,455,14,Champions
13863.0,248,1,305.78,15.288999999999998,20,1,1,1,2,112,4,Cannot Lose Them
13865.0,58,4,501.56,16.718666666666667,30,232,3,4,3,343,10,Potential Loyalists
13866.0,74,1,145.67,20.81,7,1,2,1,1,211,4,Cannot Lose Them
