ID,Age,Job,Credit amount,Duration,monthly_payment,credit_duration_ratio,age_credit_ratio,high_credit_flag,long_duration_flag,young_applicant_flag,no_checking_flag,no_savings_flag,financial_instability_flag,Risk_encoded,Sex_encoded,Saving_accounts_encoded,Checking_account_encoded,Housing_own,Housing_rent,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,age_group_early_career,age_group_mid_career,age_group_senior,duration_category_medium_term,duration_category_long_term,credit_category_medium,credit_category_high
155,20,2,1282,12,106.83333333333333,98.61538461538461,64.1,0,0,1,0,0,0,1,0,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
156,48,2,1288,9,143.11111111111111,128.8,26.833333333333332,0,0,0,0,0,0,0,1,2.0,1.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
157,45,1,339,12,28.25,26.076923076923077,7.533333333333333,0,0,0,0,0,0,0,1,1.0,1.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
158,38,2,3512,24,146.33333333333334,140.48,92.42105263157895,0,0,0,0,0,0,0,1,2.0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
159,34,1,1898,6,316.3333333333333,271.14285714285717,55.8235294117647,0,0,0,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
160,36,2,2872,24,119.66666666666667,114.88,79.77777777777777,0,0,0,0,0,0,0,1,2.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False
161,30,2,1055,18,58.611111111111114,55.526315789473685,35.166666666666664,0,0,0,0,0,0,0,0,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
162,36,2,1262,15,84.13333333333334,78.875,35.05555555555556,0,0,0,0,0,0,0,1,3.0,,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
163,70,3,7308,10,730.8,664.3636363636364,104.4,1,0,0,0,0,0,0,1,1.0,2.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
164,36,2,909,36,25.25,24.56756756756757,25.25,0,1,0,0,0,0,0,1,3.0,,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
165,32,2,2978,6,496.3333333333333,425.42857142857144,93.0625,0,0,0,0,0,0,0,1,3.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
166,33,2,1131,18,62.833333333333336,59.526315789473685,34.27272727272727,0,0,0,0,0,0,1,0,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
167,20,2,1577,11,143.36363636363637,131.41666666666666,78.85,0,0,1,0,0,0,0,0,4.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
168,25,2,3972,24,165.5,158.88,158.88,0,0,1,0,0,0,0,0,1.0,,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
169,31,2,1935,24,80.625,77.4,62.41935483870968,0,0,0,0,0,0,1,1,1.0,2.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
170,33,2,950,15,63.333333333333336,59.375,28.78787878787879,0,0,0,0,0,0,1,1,1.0,1.0,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
171,26,2,763,12,63.583333333333336,58.69230769230769,29.346153846153847,0,0,1,0,0,0,0,0,1.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
172,34,3,2064,24,86.0,82.56,60.705882352941174,0,0,0,0,0,0,1,0,1.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
173,33,2,1414,8,176.75,157.11111111111111,42.84848484848485,0,0,0,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
174,26,2,3414,21,162.57142857142858,155.1818181818182,131.30769230769232,0,0,1,0,0,0,1,1,1.0,1.0,True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False
175,53,3,7485,30,249.5,241.4516129032258,141.22641509433961,1,1,0,0,0,0,1,0,,,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
176,42,2,2577,12,214.75,198.23076923076923,61.357142857142854,0,0,0,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
177,52,2,338,6,56.333333333333336,48.285714285714285,6.5,0,0,0,0,0,0,0,1,3.0,1.0,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
178,31,3,1963,12,163.58333333333334,151.0,63.32258064516129,0,0,0,0,0,0,0,1,1.0,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
179,65,2,571,21,27.19047619047619,25.954545454545453,8.784615384615385,0,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
180,28,2,9572,36,265.8888888888889,258.7027027027027,341.85714285714283,1,1,1,0,0,0,1,1,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
181,30,3,4455,36,123.75,120.4054054054054,148.5,1,1,0,0,0,0,1,1,1.0,2.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
182,40,1,1647,21,78.42857142857143,74.86363636363636,41.175,0,0,0,0,0,0,1,1,,1.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
183,50,2,3777,24,157.375,151.08,75.54,0,0,0,0,0,0,0,1,4.0,,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
184,36,2,884,18,49.111111111111114,46.526315789473685,24.555555555555557,0,0,0,0,0,0,1,1,1.0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
185,31,2,1360,15,90.66666666666667,85.0,43.87096774193548,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
186,74,3,5129,9,569.8888888888889,512.9,69.3108108108108,1,0,0,0,0,0,1,0,1.0,2.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
187,68,0,1175,16,73.4375,69.11764705882354,17.279411764705884,0,0,0,0,0,0,0,1,1.0,2.0,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
188,20,2,674,12,56.166666666666664,51.84615384615385,33.7,0,0,1,0,0,0,1,1,2.0,1.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
189,33,2,3244,18,180.22222222222223,170.73684210526315,98.3030303030303,0,0,0,0,0,0,0,0,1.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
190,54,3,4591,24,191.29166666666666,183.64,85.01851851851852,1,0,0,0,0,0,1,1,4.0,,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
191,34,1,3844,48,80.08333333333333,78.44897959183673,113.05882352941177,0,1,0,0,0,0,1,1,2.0,2.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
192,36,2,3915,27,145.0,139.82142857142858,108.75,0,1,0,0,0,0,1,1,1.0,2.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
193,29,2,2108,6,351.3333333333333,301.14285714285717,72.6896551724138,0,0,1,0,0,0,0,1,1.0,,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
194,21,2,3031,45,67.35555555555555,65.8913043478261,144.33333333333334,0,1,1,0,0,0,1,1,2.0,2.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False
195,34,3,1501,9,166.77777777777777,150.1,44.14705882352941,0,0,0,0,0,0,1,0,1.0,2.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
196,28,2,1382,6,230.33333333333334,197.42857142857142,49.357142857142854,0,0,1,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
197,27,2,951,12,79.25,73.15384615384616,35.22222222222222,0,0,1,0,0,0,1,0,2.0,2.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
198,36,2,2760,24,115.0,110.4,76.66666666666667,0,0,0,0,0,0,0,1,,2.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
199,40,3,4297,18,238.72222222222223,226.1578947368421,107.425,1,0,0,0,0,0,1,1,1.0,2.0,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
200,52,2,936,9,104.0,93.6,18.0,0,0,0,0,0,0,0,1,3.0,,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
201,27,1,1168,12,97.33333333333333,89.84615384615384,43.25925925925926,0,0,1,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
202,26,2,5117,27,189.5185185185185,182.75,196.80769230769232,1,1,1,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
203,21,2,902,12,75.16666666666667,69.38461538461539,42.95238095238095,0,0,1,0,0,0,1,1,1.0,1.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
204,38,1,1495,12,124.58333333333333,115.0,39.3421052631579,0,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
205,38,3,10623,30,354.1,342.6774193548387,279.55263157894734,1,1,0,0,0,0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
206,43,2,1935,12,161.25,148.84615384615384,45.0,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
207,26,2,1424,12,118.66666666666667,109.53846153846153,54.76923076923077,0,0,1,0,0,0,0,1,1.0,2.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
208,21,1,6568,24,273.6666666666667,262.72,312.76190476190476,1,0,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
209,55,2,1413,12,117.75,108.6923076923077,25.69090909090909,0,0,0,0,0,0,0,1,4.0,,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
210,33,2,3074,9,341.55555555555554,307.4,93.15151515151516,0,0,0,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
211,45,1,3835,36,106.52777777777777,103.64864864864865,85.22222222222223,0,1,0,0,0,0,0,0,,,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
212,50,2,5293,27,196.03703703703704,189.03571428571428,105.86,1,1,0,0,0,0,1,1,1.0,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
213,66,3,1908,30,63.6,61.54838709677419,28.90909090909091,0,1,0,0,0,0,1,1,1.0,3.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
214,51,2,3342,36,92.83333333333333,90.32432432432432,65.52941176470588,0,1,0,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False
215,39,1,932,6,155.33333333333334,133.14285714285714,23.897435897435898,0,0,0,0,0,0,0,0,,2.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
216,31,2,3104,18,172.44444444444446,163.3684210526316,100.12903225806451,0,0,0,0,0,0,0,1,1.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
217,23,2,3913,36,108.69444444444444,105.75675675675676,170.1304347826087,0,1,1,0,0,0,0,1,1.0,3.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
218,24,1,3021,24,125.875,120.84,125.875,0,0,1,0,0,0,0,1,1.0,1.0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
219,64,2,1364,10,136.4,124.0,21.3125,0,0,0,0,0,0,0,0,1.0,,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
220,26,1,625,12,52.083333333333336,48.07692307692308,24.03846153846154,0,0,1,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
221,23,2,1200,12,100.0,92.3076923076923,52.17391304347826,0,0,1,0,0,0,0,0,,1.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
222,30,2,707,12,58.916666666666664,54.38461538461539,23.566666666666666,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
223,32,2,2978,24,124.08333333333333,119.12,93.0625,0,0,0,0,0,0,0,1,,,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
224,30,2,4657,15,310.46666666666664,291.0625,155.23333333333332,1,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
225,27,2,2613,36,72.58333333333333,70.62162162162163,96.77777777777777,0,1,1,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False
226,27,2,10961,48,228.35416666666666,223.69387755102042,405.962962962963,1,1,1,0,0,0,1,1,4.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
227,53,3,7865,12,655.4166666666666,605.0,148.39622641509433,1,0,0,0,0,0,1,1,1.0,1.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
228,22,2,1478,9,164.22222222222223,147.8,67.18181818181819,0,0,1,0,0,0,1,1,1.0,,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
229,22,2,3149,24,131.20833333333334,125.96,143.13636363636363,0,0,1,0,0,0,0,1,1.0,1.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
230,26,2,4210,36,116.94444444444444,113.78378378378379,161.92307692307693,1,1,1,0,0,0,1,1,1.0,3.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
231,51,1,2507,9,278.55555555555554,250.7,49.15686274509804,0,0,0,0,0,0,0,1,3.0,,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False
232,35,2,2141,12,178.41666666666666,164.69230769230768,61.17142857142857,0,0,0,0,0,0,0,1,2.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
233,25,1,866,18,48.111111111111114,45.578947368421055,34.64,0,0,1,0,0,0,0,1,1.0,2.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
234,42,1,1544,4,386.0,308.8,36.76190476190476,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
235,30,3,1823,24,75.95833333333333,72.92,60.766666666666666,0,0,0,0,0,0,1,1,1.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
236,23,0,14555,6,2425.8333333333335,2079.285714285714,632.8260869565217,1,0,1,0,0,0,1,1,,2.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
237,61,1,2767,21,131.76190476190476,125.77272727272727,45.36065573770492,0,0,0,0,0,0,1,1,2.0,2.0,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
238,35,2,1291,12,107.58333333333333,99.3076923076923,36.885714285714286,0,0,0,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
239,39,2,2522,30,84.06666666666666,81.35483870967742,64.66666666666667,0,1,0,0,0,0,0,1,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
240,29,2,915,24,38.125,36.6,31.551724137931036,0,0,1,0,0,0,1,0,,1.0,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
241,51,2,1595,6,265.8333333333333,227.85714285714286,31.274509803921568,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
242,24,2,4605,48,95.9375,93.9795918367347,191.875,1,1,1,0,0,0,1,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
243,27,2,1185,12,98.75,91.15384615384616,43.888888888888886,0,0,1,0,0,0,0,0,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
244,35,1,3447,12,287.25,265.15384615384613,98.48571428571428,0,0,0,0,0,0,0,0,3.0,,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
245,25,2,1258,24,52.416666666666664,50.32,50.32,0,0,1,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
246,52,2,717,12,59.75,55.15384615384615,13.788461538461538,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
247,35,2,1204,6,200.66666666666666,172.0,34.4,0,0,0,0,0,0,0,1,2.0,,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
248,26,2,1925,24,80.20833333333333,77.0,74.03846153846153,0,0,1,0,0,0,0,1,1.0,3.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
249,22,2,433,18,24.055555555555557,22.789473684210527,19.681818181818183,0,0,1,0,0,0,1,0,1.0,,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
250,39,1,666,6,111.0,95.14285714285714,17.076923076923077,0,0,0,0,0,0,0,0,4.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
251,46,1,2251,12,187.58333333333334,173.15384615384616,48.93478260869565,0,0,0,0,0,0,0,0,1.0,3.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
252,24,2,2150,30,71.66666666666667,69.35483870967742,89.58333333333333,0,1,1,0,0,0,1,0,1.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
253,35,2,4151,24,172.95833333333334,166.04,118.6,1,0,0,0,0,0,0,1,2.0,,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
254,24,2,2030,9,225.55555555555554,203.0,84.58333333333333,0,0,1,0,0,0,0,1,,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
255,27,1,7418,60,123.63333333333334,121.60655737704919,274.74074074074076,1,1,1,0,0,0,0,1,,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
256,35,1,2684,24,111.83333333333333,107.36,76.68571428571428,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
257,29,2,2149,12,179.08333333333334,165.30769230769232,74.10344827586206,0,0,1,0,0,0,1,1,1.0,1.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
258,23,2,3812,15,254.13333333333333,238.25,165.7391304347826,0,0,1,0,0,0,0,0,2.0,,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
259,57,1,1154,11,104.9090909090909,96.16666666666667,20.24561403508772,0,0,0,0,0,0,0,0,2.0,,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
260,27,2,1657,12,138.08333333333334,127.46153846153847,61.370370370370374,0,0,1,0,0,0,0,1,1.0,1.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
261,55,2,1603,24,66.79166666666667,64.12,29.145454545454545,0,0,0,0,0,0,0,0,1.0,1.0,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
262,36,3,5302,18,294.55555555555554,279.05263157894734,147.27777777777777,1,0,0,0,0,0,0,1,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
263,57,1,2748,12,229.0,211.3846153846154,48.21052631578947,0,0,0,0,0,0,0,0,1.0,,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
264,32,1,1231,10,123.1,111.9090909090909,38.46875,0,0,0,0,0,0,0,1,1.0,,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
265,37,2,802,15,53.46666666666667,50.125,21.675675675675677,0,0,0,0,0,0,1,1,1.0,2.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
266,36,2,6304,36,175.11111111111111,170.3783783783784,175.11111111111111,1,1,0,0,0,0,0,1,,,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
267,38,2,1533,24,63.875,61.32,40.3421052631579,0,0,0,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
268,45,3,8978,14,641.2857142857143,598.5333333333333,199.51111111111112,1,0,0,0,0,0,1,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
269,25,2,999,24,41.625,39.96,39.96,0,0,1,0,0,0,0,1,,,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
270,32,2,2662,18,147.88888888888889,140.10526315789474,83.1875,0,0,0,0,0,0,0,1,,,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
271,37,2,1402,12,116.83333333333333,107.84615384615384,37.891891891891895,0,0,0,0,0,0,0,0,3.0,,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
272,36,3,12169,48,253.52083333333334,248.3469387755102,338.02777777777777,1,1,0,0,0,0,0,1,,2.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
273,28,2,3060,48,63.75,62.44897959183673,109.28571428571429,0,1,1,0,0,0,1,1,1.0,2.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False
274,34,1,11998,30,399.93333333333334,387.03225806451616,352.88235294117646,1,1,0,0,0,0,1,1,1.0,1.0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
275,32,2,2697,9,299.6666666666667,269.7,84.28125,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
276,26,2,2404,18,133.55555555555554,126.52631578947368,92.46153846153847,0,0,1,0,0,0,0,0,1.0,,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
277,49,1,1262,12,105.16666666666667,97.07692307692308,25.755102040816325,0,0,0,0,0,0,0,1,,1.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
278,32,2,4611,6,768.5,658.7142857142857,144.09375,1,0,0,0,0,0,1,0,1.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
279,29,3,1901,24,79.20833333333333,76.04,65.55172413793103,0,0,1,0,0,0,0,1,2.0,,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False
280,23,2,3368,15,224.53333333333333,210.5,146.43478260869566,0,0,1,0,0,0,0,1,4.0,,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False
281,50,2,1574,12,131.16666666666666,121.07692307692308,31.48,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
282,49,1,1445,18,80.27777777777777,76.05263157894737,29.489795918367346,0,0,0,0,0,0,0,1,,3.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
283,63,2,1520,15,101.33333333333333,95.0,24.126984126984127,0,0,0,0,0,0,0,1,,,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False
284,37,2,3878,24,161.58333333333334,155.12,104.8108108108108,0,0,0,0,0,0,0,1,2.0,2.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
285,35,1,10722,47,228.12765957446808,223.375,306.34285714285716,1,1,0,0,0,0,0,0,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
286,26,2,4788,48,99.75,97.71428571428571,184.15384615384616,1,1,1,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False
287,31,3,7582,48,157.95833333333334,154.73469387755102,244.58064516129033,1,1,0,0,0,0,0,1,2.0,2.0,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True
288,49,2,1092,12,91.0,84.0,22.285714285714285,0,0,0,0,0,0,0,0,1.0,2.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
289,48,2,1024,24,42.666666666666664,40.96,21.333333333333332,0,0,0,0,0,0,1,1,1.0,1.0,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
290,26,2,1076,12,89.66666666666667,82.76923076923077,41.38461538461539,0,0,1,0,0,0,0,1,1.0,,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
291,28,3,9398,36,261.05555555555554,254.0,335.64285714285717,1,1,1,0,0,0,1,1,1.0,2.0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True
292,44,3,6419,24,267.4583333333333,256.76,145.88636363636363,1,0,0,0,0,0,0,0,1.0,1.0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
293,56,2,4796,42,114.19047619047619,111.53488372093024,85.64285714285714,1,1,0,0,0,0,0,1,1.0,3.0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
294,46,3,7629,48,158.9375,155.69387755102042,165.84782608695653,1,1,0,0,0,0,0,1,,,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
295,26,2,9960,48,207.5,203.26530612244898,383.0769230769231,1,1,1,0,0,0,1,0,1.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True
296,20,2,4675,12,389.5833333333333,359.61538461538464,233.75,1,0,1,0,0,0,0,0,,,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False
297,45,1,1287,10,128.7,117.0,28.6,0,0,0,0,0,0,0,1,,,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
298,43,2,2515,18,139.72222222222223,132.3684210526316,58.48837209302326,0,0,0,0,0,0,0,1,1.0,,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
299,32,2,2745,21,130.71428571428572,124.77272727272727,85.78125,0,0,0,0,0,0,0,1,4.0,2.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
300,54,0,672,6,112.0,96.0,12.444444444444445,0,0,0,0,0,0,0,0,1.0,,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
301,42,2,3804,36,105.66666666666667,102.8108108108108,90.57142857142857,0,1,0,0,0,0,1,0,1.0,2.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
302,37,1,1344,24,56.0,53.76,36.32432432432432,0,0,0,0,0,0,1,1,,3.0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
303,49,2,1038,10,103.8,94.36363636363636,21.183673469387756,0,0,0,0,0,0,0,1,1.0,1.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
304,44,2,10127,48,210.97916666666666,206.6734693877551,230.1590909090909,1,1,0,0,0,0,1,1,3.0,,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True
305,33,2,1543,6,257.1666666666667,220.42857142857142,46.75757575757576,0,0,0,0,0,0,0,1,4.0,,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
306,24,1,4811,30,160.36666666666667,155.19354838709677,200.45833333333334,1,1,1,0,0,0,0,0,,,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
307,33,1,727,12,60.583333333333336,55.92307692307692,22.03030303030303,0,0,0,0,0,0,1,1,2.0,1.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
308,24,2,1237,8,154.625,137.44444444444446,51.541666666666664,0,0,1,0,0,0,1,0,1.0,2.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
309,22,1,276,9,30.666666666666668,27.6,12.545454545454545,0,0,1,0,0,0,0,1,1.0,2.0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
310,40,0,5381,48,112.10416666666667,109.81632653061224,134.525,1,1,0,0,0,0,0,1,,2.0,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True
311,25,2,5511,24,229.625,220.44,220.44,1,0,1,0,0,0,0,1,2.0,,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
312,26,2,3749,24,156.20833333333334,149.96,144.19230769230768,0,0,1,0,0,0,0,0,1.0,3.0,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
313,25,1,685,12,57.083333333333336,52.69230769230769,27.4,0,0,1,0,0,0,1,1,1.0,2.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
314,29,1,1494,4,373.5,298.8,51.51724137931034,0,0,1,0,0,0,0,1,,3.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
